DOEID,House,School,Income,Climate,UR,TOTSQFT,HDD65,CDD65,KWH,TOTALBTUSPH,TOTALBTUCOL,STOVEN,OVEN
10709,Single-Family Detached,Bachlor's,37500,"Hot-Dry/
Mixed-Dry",U,1680,843,1392,14356,43385,0,1,0
10710,Single-Family Detached,Some College,57500,"Very Cold/
Cold",R,1620,8268,78,11948,52512,95,1,0
10711,Mobile Home,High School,32500,Hot-Humid,R,1431,2446,2152,20475,11021,13488,1,0
10712,Single-Family Detached,Master's,130000,"Hot-Dry/
Mixed-Dry",U,3783,1150,1561,16187,10920,8433,0,1
10713,Single-Family Detached,Bachlor's,42500,"Hot-Dry/
Mixed-Dry",R,2268,2377,2499,839,27703,724,1,0
10714,Mobile Home,Associate's,32500,"Hot-Dry/
Mixed-Dry",R,1344,2679,1945,8671,23528,2945,0,1
10715,Single-Family Detached,Associate's,37500,Mixed-Humid,R,1496,3364,1457,6013,31714,4189,1,0
10716,Single-Family Attached,Some College,42500,"Very Cold/
Cold",U,998,5769,525,4376,44391,747,1,0
10718,Single-Family Detached,Bachlor's,72500,"Very Cold/
Cold",U,2448,6116,646,5642,79656,1496,1,0
10720,Single-Family Detached,Master's,130000,Mixed-Humid,U,4956,4489,1298,25379,99164,15980,1,0
10721,Single-Family Detached,Associate's,130000,Mixed-Humid,R,3808,4356,1221,23517,16212,7808,1,0
10723,Single-Family Detached,Bachlor's,87500,"Hot-Dry/
Mixed-Dry",U,2715,1132,1322,5504,27433,1592,0,1
10724,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",R,10116,8362,377,29750,126129,9918,1,1
10725,Single-Family Detached,Some College,87500,"Very Cold/
Cold",U,1737,6420,616,7546,146423,3578,1,0
10726,Single-Family Attached,Master's,92500,Mixed-Humid,U,2072,4485,1280,8147,55034,6480,1,0
10727,Single-Family Attached,High School,37500,Mixed-Humid,U,1638,3923,1282,9367,47812,6328,1,0
10728,Single-Family Detached,Some k-12,77500,"Hot-Dry/
Mixed-Dry",U,1057,2111,2827,4981,4696,3535,1,0
10730,Single-Family Detached,High School,32500,Hot-Humid,U,882,1259,3471,8854,23073,9801,1,0
10731,Single-Family Detached,Master's,62500,Mixed-Humid,U,1879,5047,953,15550,75055,8741,1,0
10732,Single-Family Detached,Some College,52500,Mixed-Humid,U,1769,2466,2080,12402,6623,7451,1,0
10734,Single-Family Detached,High School,37500,"Very Cold/
Cold",U,3912,7821,311,6177,57605,271,1,1
10736,Single-Family Detached,Some k-12,27500,"Hot-Dry/
Mixed-Dry",R,1983,2563,2144,13373,13667,7632,1,0
10737,Single-Family Detached,High School,87500,"Very Cold/
Cold",U,3018,5621,648,13670,42562,879,1,0
10738,Mobile Home,Some College,42500,Mixed-Humid,R,1269,4032,1304,15797,9298,3704,1,0
10741,Mobile Home,Some k-12,37500,Hot-Humid,R,1050,1046,3784,17573,4178,18056,0,1
10744,Single-Family Detached,Bachlor's,110000,Mixed-Humid,U,4238,4542,1039,14387,97729,13829,1,0
10746,Single-Family Detached,Some College,62500,"Hot-Dry/
Mixed-Dry",U,2927,1131,1323,2359,8219,0,0,1
10749,Single-Family Detached,Bachlor's,42500,Marine,R,1815,5947,125,15964,14705,0,1,0
10751,Single-Family Detached,High School,32500,"Hot-Dry/
Mixed-Dry",U,1512,2413,1338,8861,27322,3817,1,0
10752,Single-Family Detached,High School,32500,Hot-Humid,R,1548,2317,2407,20961,11914,13787,1,0
10754,Single-Family Detached,Some College,82500,Marine,U,1104,2429,377,6026,24157,0,1,0
10756,Single-Family Detached,Bachlor's,97500,Mixed-Humid,U,4800,4756,1039,16030,56629,7018,2,1
10758,Single-Family Detached,Bachlor's,47500,Hot-Humid,R,1530,2199,2536,20946,9191,13621,0,1
10759,Single-Family Detached,High School,87500,"Very Cold/
Cold",R,5894,6944,553,14158,110490,9675,0,2
10760,Single-Family Detached,High School,52500,"Hot-Dry/
Mixed-Dry",U,2102,2324,2047,7249,29677,4006,1,0
10761,Single-Family Detached,Some College,82500,"Very Cold/
Cold",U,2558,5879,768,10673,58686,5008,1,0
10762,Single-Family Detached,High School,12500,"Very Cold/
Cold",R,1638,7124,456,4075,121053,0,1,0
10763,Single-Family Attached,Some College,47500,Mixed-Humid,U,1536,3958,1582,5876,26646,4743,1,0
10764,Single-Family Detached,Bachlor's,52500,Mixed-Humid,U,2328,4525,1501,5873,47949,3873,1,0
10765,Single-Family Detached,High School,47500,"Very Cold/
Cold",U,3537,8081,276,6552,44991,234,1,0
10767,Single-Family Detached,Bachlor's,37500,Mixed-Humid,U,2756,3563,1588,29740,19697,9013,1,0
10769,Single-Family Detached,High School,97500,"Hot-Dry/
Mixed-Dry",U,1638,1305,3491,10610,20420,2401,1,0
10770,Single-Family Detached,Bachlor's,87500,Hot-Humid,U,2392,1478,2650,5236,12509,7123,1,0
10771,Single-Family Detached,Bachlor's,47500,Mixed-Humid,U,2160,5333,715,11849,62255,1610,0,2
10772,Single-Family Detached,High School,82500,"Very Cold/
Cold",R,3264,7815,26,13135,2252,0,1,0
10773,Single-Family Attached,High School,22500,Hot-Humid,U,1450,2254,1995,5226,7649,3370,1,0
10774,Single-Family Detached,High School,42500,Mixed-Humid,R,1333,4003,1450,15538,9444,4583,1,0
10775,Single-Family Detached,High School,32500,Mixed-Humid,U,1960,4876,897,19141,15185,6692,1,0
10776,Single-Family Detached,Some k-12,67500,"Very Cold/
Cold",R,3804,7563,231,12847,11337,531,1,0
10777,Single-Family Detached,Associate's,77500,"Very Cold/
Cold",R,6036,8196,383,15754,62115,2198,0,1
10781,Single-Family Detached,Some College,130000,"Hot-Dry/
Mixed-Dry",U,1523,1338,1880,4533,15808,2369,1,0
10784,Mobile Home,High School,17500,"Very Cold/
Cold",U,966,5181,817,7254,68783,0,1,0
10785,Single-Family Detached,High School,22500,"Very Cold/
Cold",U,2100,8321,384,5613,59421,373,0,1
10786,Single-Family Attached,Bachlor's,82500,"Hot-Dry/
Mixed-Dry",U,1755,1083,1061,2198,12137,0,1,0
10788,Single-Family Detached,No schooling,42500,"Very Cold/
Cold",U,2429,6570,471,13030,50724,707,1,0
10789,Single-Family Detached,High School,32500,"Very Cold/
Cold",R,9611,5844,560,15847,51702,0,1,0
10791,Single-Family Detached,Associate's,77500,"Hot-Dry/
Mixed-Dry",U,2688,1316,3588,13165,4820,18385,1,0
10792,Single-Family Detached,Bachlor's,27500,Mixed-Humid,U,1127,4648,1226,8530,27477,4637,1,0
10793,Mobile Home,High School,1250,Hot-Humid,R,960,1302,2811,19987,7813,15110,1,0
10794,Single-Family Detached,Bachlor's,92500,Mixed-Humid,U,2736,4918,1287,8619,8358,1542,1,0
10795,Single-Family Detached,Bachlor's,130000,Mixed-Humid,U,2632,4017,1337,16096,58138,10733,1,0
10796,Single-Family Detached,Bachlor's,37500,Mixed-Humid,U,3000,4013,1569,13717,69252,15532,1,1
10797,Single-Family Detached,High School,27500,Mixed-Humid,U,2262,5174,995,11691,43314,5466,1,0
10798,Single-Family Detached,High School,27500,"Hot-Dry/
Mixed-Dry",R,2222,3657,1037,12902,95075,3316,1,0
10799,Single-Family Detached,Some k-12,12500,"Very Cold/
Cold",R,4085,7717,279,6999,161697,0,1,0
10800,Single-Family Detached,High School,32500,Mixed-Humid,U,1260,3790,1411,25427,17209,0,1,0
10801,Single-Family Detached,Associate's,77500,Mixed-Humid,R,1800,4006,1449,12830,34434,6311,0,1
10802,Single-Family Detached,High School,8750,Mixed-Humid,R,3904,4584,1236,9596,63931,2536,1,0
10803,Single-Family Detached,High School,67500,Mixed-Humid,U,1400,4665,1367,4916,36673,4007,1,0
10804,Single-Family Detached,High School,57500,Hot-Humid,U,1825,821,4678,19015,3479,19464,1,0
10805,Single-Family Detached,Associate's,77500,Marine,R,1348,5758,174,21439,42230,0,1,0
10807,Single-Family Detached,Bachlor's,47500,Mixed-Humid,R,7950,3403,1565,11995,34873,8275,1,0
10808,Single-Family Detached,High School,67500,Hot-Humid,U,1440,2273,2528,13664,41159,16754,1,0
10810,Single-Family Detached,High School,17500,"Hot-Dry/
Mixed-Dry",R,2117,3725,1009,10922,31942,2457,0,1
10812,Single-Family Detached,Master's,130000,"Hot-Dry/
Mixed-Dry",U,2969,1209,912,6653,24394,3341,0,2
10815,Single-Family Detached,Some k-12,1250,Mixed-Humid,R,2728,3086,1698,17648,11537,14387,1,0
10816,Single-Family Detached,Bachlor's,47500,"Hot-Dry/
Mixed-Dry",U,2120,1109,1605,11888,0,0,1,0
10818,Mobile Home,High School,17500,Mixed-Humid,R,840,4082,1320,9695,46120,1988,1,0
10820,Single-Family Detached,High School,110000,Hot-Humid,U,2150,2200,2727,18682,9893,18992,1,0
10822,Single-Family Attached,Some College,72500,Mixed-Humid,U,1760,4193,1529,3612,58172,2206,1,0
10823,Single-Family Detached,Some College,72500,"Very Cold/
Cold",U,3240,5345,775,13448,51398,3048,1,0
10824,Single-Family Attached,Bachlor's,77500,Marine,U,1408,2664,713,5175,25044,0,1,0
10829,Single-Family Detached,Some College,130000,"Very Cold/
Cold",U,5544,8297,374,10070,65617,3594,1,0
10830,Single-Family Detached,Bachlor's,92500,Mixed-Humid,U,4371,4680,1362,25560,17384,19359,1,0
10831,Single-Family Detached,High School,32500,"Very Cold/
Cold",U,2920,6012,568,8089,61578,1138,1,0
10832,Single-Family Detached,High School,27500,Hot-Humid,U,1968,1000,3342,17250,0,0,1,0
10833,Single-Family Detached,High School,32500,"Very Cold/
Cold",R,3552,6003,501,14688,0,1683,1,0
10834,Single-Family Detached,Some College,130000,"Hot-Dry/
Mixed-Dry",U,3267,2922,1471,12664,48374,2921,0,1
10835,Single-Family Detached,Bachlor's,67500,"Very Cold/
Cold",U,8000,6166,535,17391,105236,6533,1,1
10837,Single-Family Detached,High School,47500,"Very Cold/
Cold",U,2257,9598,126,6151,56227,0,1,0
10838,Single-Family Detached,Associate's,32500,Marine,U,1959,2354,272,8247,13971,0,1,0
10839,Single-Family Detached,High School,37500,Hot-Humid,U,2756,1194,3237,16295,5960,18977,1,0
10840,Single-Family Detached,Associate's,27500,"Hot-Dry/
Mixed-Dry",U,1683,3645,1611,17102,18470,11440,0,1
10842,Single-Family Detached,Some College,72500,"Hot-Dry/
Mixed-Dry",U,1863,1285,1193,4125,0,0,1,0
10843,Mobile Home,Some k-12,1250,Mixed-Humid,R,576,4255,1122,4473,0,4315,0,0
10844,Single-Family Detached,High School,42500,"Very Cold/
Cold",U,3388,9185,153,5643,43651,310,1,0
10845,Single-Family Attached,Some College,12500,Mixed-Humid,U,887,4254,1280,20244,118780,7906,1,0
10846,Single-Family Detached,Bachlor's,130000,"Hot-Dry/
Mixed-Dry",U,2469,1127,644,1397,19876,0,0,1
10847,Single-Family Detached,Master's,47500,"Hot-Dry/
Mixed-Dry",U,2524,1218,789,9331,36771,0,0,1
10848,Single-Family Detached,High School,32500,"Very Cold/
Cold",U,3422,6434,457,7246,68983,0,2,0
10849,Single-Family Detached,High School,3750,"Hot-Dry/
Mixed-Dry",U,1563,2122,3033,15731,8510,13453,1,0
10850,Mobile Home,High School,8750,Mixed-Humid,U,700,4016,1298,9230,10198,2322,1,0
10851,Single-Family Detached,High School,57500,Hot-Humid,U,2389,1739,2637,13739,19745,17223,1,0
10853,Single-Family Detached,Some k-12,1250,Marine,U,1776,2561,614,3723,22409,0,1,0
10854,Single-Family Detached,High School,12500,Mixed-Humid,R,1708,3677,1420,9932,33700,2913,1,0
10855,Single-Family Detached,Some k-12,22500,Mixed-Humid,U,3840,3361,1617,23720,11793,10278,1,0
10856,Single-Family Detached,Some k-12,57500,Mixed-Humid,U,3811,5100,971,10756,77140,7306,1,0
10858,Single-Family Detached,Associate's,77500,"Very Cold/
Cold",R,2475,7564,482,20061,0,0,1,0
10859,Single-Family Detached,High School,32500,"Very Cold/
Cold",U,1020,6848,380,9934,58697,361,1,0
10860,Single-Family Detached,Some College,82500,"Very Cold/
Cold",R,4348,6695,338,10877,67554,192,1,1
10861,Single-Family Detached,Some College,47500,"Very Cold/
Cold",R,1959,6324,833,6620,33945,1358,1,0
10863,Single-Family Detached,Master's,47500,Mixed-Humid,U,1800,3100,1690,19168,111068,14384,1,0
10865,Mobile Home,Some College,6250,Hot-Humid,U,940,594,3542,7925,2584,4566,1,0
10867,Mobile Home,Some College,1250,"Very Cold/
Cold",R,1142,7499,495,3406,57898,1146,1,0
10868,Single-Family Detached,Associate's,130000,Mixed-Humid,R,4830,5385,750,15636,60721,7164,0,2
10869,Single-Family Attached,Some College,62500,Mixed-Humid,U,1302,3119,1895,13360,26343,9223,1,0
10870,Single-Family Detached,Associate's,87500,Mixed-Humid,U,2850,3418,1647,22887,11238,11636,1,0
10871,Single-Family Detached,Some College,130000,"Very Cold/
Cold",R,2112,6259,848,15737,13233,1203,1,0
10874,Single-Family Detached,High School,22500,Mixed-Humid,U,1722,5005,1259,11010,100864,9843,1,0
10875,Single-Family Detached,Some College,37500,Marine,U,5580,2506,602,9926,37907,0,1,3
10876,Single-Family Attached,Some k-12,27500,Hot-Humid,U,1110,753,3460,8054,4057,4591,1,0
10877,Single-Family Detached,Some k-12,67500,"Very Cold/
Cold",U,1500,5927,771,3209,37463,0,1,0
10878,Single-Family Detached,Master's,62500,Mixed-Humid,U,1968,4586,1111,17442,45807,7458,1,1
10879,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,3075,6096,537,10159,79192,566,1,0
10880,Single-Family Detached,Bachlor's,32500,Hot-Humid,R,2500,759,3311,1509,353,1614,1,0
10882,Single-Family Detached,High School,67500,"Very Cold/
Cold",U,1707,6101,619,10482,84197,2914,1,0
10883,Single-Family Detached,Some College,92500,Marine,U,1895,4576,494,28989,23650,2778,1,0
10884,Single-Family Detached,Associate's,37500,Hot-Humid,U,1680,2109,2739,13658,8208,12045,1,0
10885,Single-Family Detached,High School,92500,Hot-Humid,U,1996,2398,2407,13666,32796,13858,1,0
10886,Single-Family Detached,Bachlor's,67500,Mixed-Humid,U,936,4698,1185,7202,43689,1916,1,0
10887,Mobile Home,No schooling,47500,"Hot-Dry/
Mixed-Dry",R,978,1486,3228,13581,6208,8227,1,0
10888,Single-Family Attached,High School,42500,"Very Cold/
Cold",U,1657,7994,184,6502,55938,215,1,0
10889,Single-Family Detached,High School,42500,Mixed-Humid,U,2784,4856,1022,8693,56067,3766,1,0
10890,Single-Family Detached,Professional,130000,"Very Cold/
Cold",U,4334,5593,538,20160,61092,4991,0,1
10891,Single-Family Detached,Some College,62500,"Very Cold/
Cold",U,2288,5678,589,10206,111091,1937,1,0
10893,Single-Family Detached,Some College,17500,"Very Cold/
Cold",U,2573,7737,612,23485,144958,1647,1,0
10896,Single-Family Detached,Some College,72500,Marine,R,2432,4998,159,12780,27930,0,1,0
10898,Single-Family Detached,Some k-12,27500,Mixed-Humid,U,2484,4702,1191,5898,5240,3510,1,0
10899,Single-Family Detached,High School,12500,Hot-Humid,U,1440,1388,2886,11894,28114,11768,1,0
10900,Mobile Home,High School,12500,Hot-Humid,U,606,551,3750,8492,3431,7282,1,0
10901,Single-Family Detached,Master's,47500,Mixed-Humid,U,924,3854,1497,9966,84293,4605,1,0
10902,Single-Family Detached,Bachlor's,72500,Mixed-Humid,R,2770,5276,781,19840,37658,5866,1,1
10903,Single-Family Detached,Some College,92500,Mixed-Humid,U,2240,2800,1851,10518,80681,5450,1,1
10905,Single-Family Detached,Master's,57500,Mixed-Humid,U,3456,4658,1205,8133,35713,7455,1,0
10906,Single-Family Detached,High School,82500,"Hot-Dry/
Mixed-Dry",U,1680,1952,2539,11230,4594,5106,0,1
10908,Single-Family Detached,High School,130000,Marine,U,2304,5350,161,13872,42249,0,1,0
10911,Single-Family Detached,High School,92500,Mixed-Humid,R,3000,3372,1657,15001,60275,14494,0,1
10912,Single-Family Detached,High School,32500,Mixed-Humid,U,3198,4750,1063,5234,47977,1762,1,0
10913,Single-Family Detached,Some College,52500,"Hot-Dry/
Mixed-Dry",U,1610,1236,1456,3555,2275,808,1,0
10917,Single-Family Detached,Associate's,110000,"Very Cold/
Cold",U,3398,7307,410,8930,56006,800,1,0
10919,Single-Family Attached,High School,82500,"Very Cold/
Cold",U,2788,5662,654,8015,62402,943,1,0
10920,Single-Family Detached,Some k-12,27500,"Very Cold/
Cold",R,1680,5292,975,23975,15790,6323,1,0
10921,Single-Family Detached,Bachlor's,130000,Mixed-Humid,U,4013,4810,1060,18105,55248,12632,0,2
10922,Single-Family Detached,Bachlor's,87500,"Very Cold/
Cold",U,4602,5889,692,7297,178811,268,1,0
10923,Single-Family Detached,Bachlor's,110000,"Very Cold/
Cold",R,4128,6766,562,9585,43560,2484,1,0
10924,Mobile Home,High School,8750,Mixed-Humid,R,1456,4042,1172,13797,24784,1682,1,0
10928,Single-Family Detached,Associate's,97500,"Very Cold/
Cold",U,3945,7686,244,9973,47550,626,1,0
10929,Single-Family Detached,Some College,47500,Mixed-Humid,R,2108,3386,1604,17932,43709,10043,1,0
10931,Single-Family Detached,Some College,130000,"Very Cold/
Cold",R,5262,6859,336,15352,59342,1204,1,0
10932,Single-Family Detached,Some College,42500,Mixed-Humid,R,3104,4542,1142,13193,47608,4742,1,0
10933,Single-Family Attached,High School,32500,Hot-Humid,U,1512,280,4306,5812,1544,4475,1,0
10934,Single-Family Detached,Some College,57500,"Very Cold/
Cold",U,5219,5736,658,14321,126536,1657,1,0
10936,Mobile Home,Some k-12,42500,Hot-Humid,U,684,1314,3246,22692,7891,7180,1,0
10937,Single-Family Detached,Some College,42500,"Hot-Dry/
Mixed-Dry",U,2278,1148,1932,4703,3046,3345,1,0
10938,Single-Family Detached,No schooling,32500,Marine,U,1552,1665,409,2859,0,0,1,0
10939,Single-Family Detached,Some k-12,17500,Mixed-Humid,U,1044,3740,1296,8744,45715,1503,1,0
10940,Single-Family Detached,High School,110000,"Very Cold/
Cold",U,4144,8785,219,5668,126315,0,0,1
10943,Single-Family Attached,High School,67500,"Very Cold/
Cold",U,1232,6628,469,10840,38128,216,1,0
10947,Single-Family Detached,Master's,130000,"Very Cold/
Cold",R,3025,8469,367,13310,39280,2021,1,0
10948,Single-Family Detached,Some College,72500,Hot-Humid,R,2016,2304,2422,15556,6634,8470,1,0
10949,Single-Family Detached,High School,37500,Hot-Humid,U,1500,1009,2783,27564,7762,15101,1,0
10950,Single-Family Attached,High School,52500,Mixed-Humid,U,1285,4954,841,15114,10583,3316,1,0
10951,Single-Family Detached,Associate's,82500,"Very Cold/
Cold",U,3581,6940,634,8408,56145,2212,1,0
10952,Single-Family Detached,Some College,130000,"Very Cold/
Cold",R,2126,7342,382,12071,61071,1607,1,0
10954,Mobile Home,High School,17500,"Very Cold/
Cold",U,672,5155,824,8949,33843,5695,1,0
10955,Single-Family Detached,Bachlor's,57500,"Very Cold/
Cold",U,4192,8074,256,7477,45987,645,1,0
10957,Single-Family Detached,High School,62500,Hot-Humid,U,1144,1241,2693,6098,16833,3972,1,0
10959,Single-Family Detached,Master's,62500,"Very Cold/
Cold",R,3360,6552,657,8682,47560,585,1,0
10961,Single-Family Detached,Associate's,37500,"Hot-Dry/
Mixed-Dry",U,2345,4331,1221,14069,10195,6716,0,2
10962,Single-Family Detached,High School,17500,Mixed-Humid,R,1410,4365,1335,6758,63814,2648,1,0
10963,Mobile Home,High School,22500,Mixed-Humid,R,1280,4147,1297,16564,16871,8730,1,0
10964,Single-Family Attached,Some k-12,22500,Mixed-Humid,U,1872,5531,851,6725,43439,2853,1,0
10966,Single-Family Detached,Some College,22500,"Very Cold/
Cold",U,2200,5649,1158,4055,50448,0,1,0
10967,Single-Family Detached,Some k-12,130000,"Hot-Dry/
Mixed-Dry",U,3400,3862,1440,5703,71469,0,1,0
10969,Single-Family Detached,Some College,42500,"Very Cold/
Cold",R,2752,8178,392,18879,52764,1409,1,0
10970,Single-Family Attached,Bachlor's,130000,Mixed-Humid,U,2183,4542,1304,18520,12213,7306,0,1
10971,Single-Family Detached,High School,27500,Hot-Humid,R,1440,2530,2014,25048,10810,9335,1,0
10973,Single-Family Detached,Associate's,22500,Hot-Humid,U,1809,2451,1672,34120,18046,16335,1,0
10974,Single-Family Detached,Some k-12,12500,Hot-Humid,R,1792,2377,2064,23054,25826,16318,0,1
10975,Single-Family Detached,High School,97500,"Very Cold/
Cold",U,2828,6239,468,26177,88137,1106,1,0
10976,Mobile Home,High School,27500,Mixed-Humid,R,2184,4095,1315,18877,11612,9052,1,0
10978,Single-Family Detached,Bachlor's,77500,"Very Cold/
Cold",R,2907,8126,226,14579,30620,326,0,1
10979,Single-Family Detached,High School,82500,Mixed-Humid,R,2400,4124,1371,21084,0,14224,1,0
10980,Single-Family Detached,Some College,67500,Mixed-Humid,R,4050,5253,913,13062,47528,9535,1,0
10981,Single-Family Detached,Associate's,37500,Hot-Humid,U,1792,460,3980,14742,3214,14728,1,0
10982,Single-Family Detached,Bachlor's,130000,Mixed-Humid,U,5916,5058,809,27071,112639,18487,0,2
10985,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,2700,7765,618,3076,63711,499,0,1
10987,Single-Family Detached,Associate's,17500,Mixed-Humid,R,1800,3701,1439,10997,43313,8356,1,0
10988,Single-Family Detached,Bachlor's,22500,"Very Cold/
Cold",U,3305,6726,418,3835,73718,0,1,0
10989,Single-Family Detached,Associate's,130000,"Very Cold/
Cold",U,3429,5313,711,15326,67930,4253,1,0
10991,Single-Family Detached,Master's,130000,Marine,U,2728,4440,0,7996,23949,0,2,0
10993,Single-Family Detached,Some College,72500,Mixed-Humid,R,2784,4390,1027,21852,14426,5583,1,0
10994,Mobile Home,Some College,22500,Hot-Humid,U,672,594,3667,11595,4539,10508,1,1
10995,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,1536,5824,782,9701,53926,0,1,0
10996,Single-Family Attached,High School,8750,Mixed-Humid,U,986,3923,1386,7479,31914,1606,1,0
10999,Single-Family Detached,Some College,52500,"Very Cold/
Cold",R,4320,7417,350,24505,2358,4564,1,0
11000,Mobile Home,Some College,27500,Hot-Humid,U,1800,478,3328,11544,1794,17503,0,1
